,Cities,Countries,Population
723,Maisons-Laffitte,Frankrike,22772.0
724,Tucuran,Filippinerna,13148.0
725,Vammala,Finland,14982.0
726,Ugrinovci,Serbien,3278.0
727,Olost,Spanien,1187.0
728,Pipirig,Rumänien,8569.0
729,Abstatt,Tyskland,4456.0
730,Inongo,Democratic Republic of the Congo,40113.0
731,Kotawaringin,Indonesien,0.0
732,Copalillo,Mexiko,6910.0
733,Heimenkirch,Tyskland,3723.0
734,Katonah,USA,1679.0
735,Höfen,Austria,1200.0
736,Quelimane,Moçambique,188964.0
737,Lentilly,Frankrike,5079.0
738,Sant Martí Vell,Spanien,0.0
739,Cheongju-si,Sydkorea,634596.0
740,Dexheim,Tyskland,1547.0
741,Amarpur,Indien,22796.0
742,Buros,Frankrike,1528.0
743,North Lambton,Australien,3020.0
744,Mirebalais,Haiti,9082.0
745,Utsjoki,Finland,1401.0
746,Saint-Denis-les-Ponts,Frankrike,1626.0
747,Le Garric,Frankrike,1188.0
748,Torralba de Aragón,Spanien,113.0
749,Valencia de Alcántara,Spanien,6129.0
750,Gōtsuchō,Japan,24597.0
751,Galiciuica,Rumänien,0.0
752,Poolesville,USA,5201.0
753,Glendale,USA,5927.0
754,Ripponlea,Australien,1478.0
755,Hongwŏn,North Korea,70923.0
756,Mahaut,Dominica,2369.0
757,Colonia San Lorenzo,Paraguay,2000.0
758,Tambovka,Ryssland,3528.0
759,Pudukkottai,Indien,112118.0
760,Gornyatskiy,Ryssland,9292.0
761,Coixtlahuaca,Mexiko,1107.0
762,Limaong,Filippinerna,3321.0
763,Swieqi,Malta,5973.0
764,Kalevala,Ryssland,5431.0
765,Ciudad Insurgentes,Mexiko,8741.0
766,Esh Sheikh Dannūn,Israel,2305.0
767,Pastetten,Tyskland,2281.0
768,Querendas,Mexiko,1537.0
769,Taos Pueblo,USA,1135.0
770,Titu,Rumänien,10081.0
771,Andouillé,Frankrike,2177.0
772,Jinshiqiao,Kina,1630.0
773,Borgo Maggiore,San Marino,6424.0
774,La Independencia (Las Pilas),Mexiko,1178.0
775,Tarbert,United Kingdom,1130.0
776,Larompong,Indonesien,0.0
777,San Martín Esperilla,Mexiko,1149.0
778,Ennery,Haiti,1511.0
779,Storslett,Norge,1455.0
780,San Pedro Arriba,Mexiko,7040.0
781,Jedburgh,United Kingdom,3980.0
782,Waltrop,Tyskland,30220.0
783,Praia Grande,Brasilien,250027.0
784,Estación Queréndaro,Mexiko,8770.0
785,Glusburn,United Kingdom,7425.0
786,Schönaich,Tyskland,10190.0
787,Tiszaszőlős,Ungern,1946.0
788,Hrašćina,Kroatien,0.0
789,Torre San Giorgio,Italien,577.0
790,Sukarama,Indonesien,0.0
791,Bienvenido,Mexiko,1165.0
792,Bayan Tuohai,Kina,0.0
793,Berzantina,Italien,1315.0
794,Casa de Cerros,Mexiko,1145.0
795,Berdyaush,Ryssland,5631.0
796,Chang’an,Kina,0.0
797,Traunreut,Tyskland,21244.0
798,Tevragh Zeina,Mauritania,0.0
799,Bom Jesus,Brasilien,12666.0
800,Dokri,Pakistan,14800.0
801,El Salto,Mexiko,24241.0
802,Zeccone,Italien,1568.0
803,Masinigudi,Indien,9642.0
804,Aylsham,United Kingdom,6016.0
805,Marigot,Saint Martin,5700.0
806,Messignadi,Italien,1183.0
807,Mihovljan,Kroatien,1380.0
808,Amoeiro,Spanien,2354.0
809,Scurta,Rumänien,1958.0
810,Küllstedt,Tyskland,1578.0
811,Novoaltaysk,Ryssland,61050.0
812,Anjār,Indien,66888.0
813,Cordovilla la Real,Spanien,115.0
814,San Vittoria in Matenano,Italien,552.0
815,Dhannābah,Palestinian Territory,8193.0
816,Ambía,Spanien,1885.0
817,Bhubaneshwar,Indien,762243.0
818,Palima,Sierra Leone,4116.0
819,Weitersburg,Tyskland,2152.0
820,Jimbolia,Rumänien,10860.0
821,Puplinge,Schweiz,2163.0
822,La Chapelle-Saint-Luc,Frankrike,14623.0
823,Tofa,Nigeria,0.0
824,Junction City,USA,5842.0
825,Finlyandskiy,Ryssland,72292.0
826,Pavel Banya,Bulgarien,3212.0
827,Stadtschlaining,Austria,668.0
828,Lacoochee,USA,1714.0
829,Umaria,Indien,29740.0
830,Bagnasco,Italien,936.0
831,Kulotino,Ryssland,3352.0
832,Pila,Filippinerna,34383.0
833,Saint-Christol-lès-Alès,Frankrike,6113.0
834,Yaurel,Puerto Rico,1468.0
835,Ḩayfān,Yemen,0.0
836,Pinckney,USA,2436.0
837,Vine Hill,USA,3761.0
838,Belalcázar,Colombia,31800.0
839,Sant'Agata di Militello,Italien,9916.0
840,Santa Ana,Peru,0.0
841,Roshtkhvār,Iran,0.0
842,Marthod,Frankrike,1393.0
843,Soyons,Frankrike,1826.0
844,Saint Jo,USA,1043.0
845,Pyrgetós,Grekland,1681.0
846,Verlaine,Belgien,3600.0
847,Leština,Czechia,1246.0
848,Camohaguin,Filippinerna,4363.0
849,Grésy-sur-Isère,Frankrike,1128.0
850,Picos,Cape Verde,3778.0
851,Bërzhitë,Albanien,0.0
852,Javier Rojo Gómez,Mexiko,1429.0
853,Arcenillas,Spanien,310.0
854,Irahuan,Filippinerna,4141.0
855,Nowe Sioło,Polen,1300.0
856,Mission Bend,USA,36501.0
857,Orivesi,Finland,8846.0
858,Los Pilares,Mexiko,1280.0
859,Beaupréau,Frankrike,6932.0
860,Midway City,USA,8485.0
861,Panissières,Frankrike,2850.0
862,Dogneville,Frankrike,1552.0
863,Kharod,Indien,8926.0
864,Severomorsk,Ryssland,53921.0
865,Catolé do Rocha,Brasilien,19812.0
866,Frankfort,USA,18653.0
867,Espy,USA,1642.0
868,Salignac,Frankrike,1255.0
869,Kyakhta,Ryssland,18431.0
870,Salida,USA,5467.0
871,Conceição do Coité,Brasilien,35171.0
872,Tuchlovice,Czechia,2141.0
873,Koshki,Ryssland,8086.0
874,Tokyo,Japan,8336599.0
875,Miyata,Japan,20421.0
876,Geraberg,Tyskland,2591.0
877,Carrum Downs,Australien,17213.0
878,Gabella,Italien,1196.0
879,Dunaújváros,Ungern,50084.0
880,Gomba,Ungern,2861.0
881,Mihoveni,Rumänien,2152.0
882,Cliffwood Beach,USA,3194.0
883,Pieńsk,Polen,5813.0
884,Pulgaon,Indien,35238.0
885,Pelhřimov,Czechia,16541.0
886,Rodewisch,Tyskland,7577.0
887,Bác Ái,Vietnam,0.0
888,Borrowash,United Kingdom,5746.0
889,Sunuapa,Mexiko,0.0
890,San Chirico Raparo,Italien,1101.0
891,Tuftonboro,USA,2288.0
892,Civitella Messer Raimondo,Italien,257.0
893,Guyuk,Nigeria,0.0
894,Yeghegis,Armenia,1045.0
895,Adzhamka,Ukraina,3859.0
896,Wedowee,USA,809.0
897,Berriatua,Spanien,1123.0
898,Czerwonka,Polen,1090.0
899,Ermita de Guadalupe,Mexiko,2351.0
900,Paszowice,Polen,1429.0
901,Santa Rosa,Argentina,0.0
902,Algeciras,Colombia,10792.0
903,Talitay,Filippinerna,3983.0
904,Sumandang,Indonesien,0.0
905,Ronkonkoma,USA,19082.0
906,Axuxco,Mexiko,1598.0
907,Despotovac,Serbien,0.0
908,Burgos,Spanien,178966.0
909,Huahuaxtla,Mexiko,2471.0
910,Vigliano d'Asti,Italien,230.0
911,Casal di Principe,Italien,20589.0
912,Stockville,USA,24.0
913,San Andrés,Panama,1152.0
914,Kafr ash Shaykh,Egypten,143970.0
915,Mugnano del Cardinale,Italien,5312.0
916,Middlewich,United Kingdom,13595.0
917,Ricote,Spanien,1492.0
918,Greenville,USA,13006.0
919,Gilbert,USA,247542.0
920,Santa Ana Ahuehuepan,Mexiko,2917.0
921,Ilama,Honduras,1811.0
922,Floriano,Brasilien,48587.0
923,Aubevoye,Frankrike,4030.0
924,Lichte,Tyskland,1906.0
925,Blankenbach,Tyskland,1683.0
926,Chiltepec de Hidalgo,Mexiko,1196.0
927,Bedminster,USA,8402.0
928,Kaş,Turkiet,7800.0
929,Warrensville Heights,USA,13542.0
930,Duinzigt,Nederländerna,2510.0
931,Calumet,USA,1241.0
932,Kollbrunn,Schweiz,1848.0
933,Stanisław Górny,Polen,1017.0
934,Painted Post,USA,1997.0
935,North Beach,USA,2014.0
936,Southport,United Kingdom,91703.0
937,Pedrosa del Páramo,Spanien,99.0
938,Lagartos,Spanien,136.0
939,Huambos,Peru,0.0
940,Sinŭiju,North Korea,288112.0
941,Sabanitas,Panama,15577.0
942,Tabatinga,Brasilien,28229.0
943,Nanchoc,Peru,0.0
944,Mahur,Indien,7176.0
945,Plumieux,Frankrike,1131.0
946,Crystal Lake,USA,1945.0
947,San Bernardino,Peru,0.0
948,Flin Flon,Kanada,6002.0
949,Santa Luzia,Brasilien,13243.0
950,Tillières-sur-Avre,Frankrike,1252.0
951,Yelovo,Ryssland,5570.0
952,Glendale,Australien,3284.0
953,Marañón,Spanien,62.0
954,Dalumangcob,Filippinerna,9424.0
955,Gadsden,USA,36084.0
956,Dar Chabanne,Tunisien,33953.0
957,Akropong,Ghana,11096.0
958,Coyotillos,Mexiko,1808.0
959,Renton,United Kingdom,2490.0
960,South Cleveland,USA,6912.0
961,Hovorany,Czechia,2232.0
962,Cache,USA,2925.0
963,Deshnoke,Indien,16720.0
964,Wiset Chaichan,Thailand,19129.0
965,Maricopa,USA,48602.0
966,el Turó de la Peira,Spanien,15554.0
967,Attur,Indien,58702.0
968,Kamina,Democratic Republic of the Congo,73557.0
969,Mitterpullendorf,Austria,1169.0
970,Sátoraljaújhely,Ungern,18052.0
971,Maentwrog,United Kingdom,0.0
972,Petropavlovskaya,Ryssland,3686.0
973,Pocomoke City,USA,4133.0
974,Most,Czechia,67905.0
975,Telchaquillo,Mexiko,1385.0
976,Aknīste,Lettland,1314.0
977,Saint-Trivier-sur-Moignans,Frankrike,1683.0
978,Yangling,Kina,0.0
979,Santa Elena,Paraguay,1137.0
980,Mirandilla,Spanien,1363.0
981,Belleneuve,Frankrike,1448.0
982,Radu Vodă,Rumänien,1367.0
983,East Peoria,USA,23080.0
984,Thousand Palms,USA,7715.0
985,Lgota Wielka,Polen,636.0
986,Hiratachō,Japan,28154.0
987,San Antonio,Colombia,5185.0
988,La Mulatière,Frankrike,7185.0
989,Viñas del Sol,Mexiko,2509.0
990,Dayr Abū Ḑa‘īf,Palestinian Territory,5506.0
991,Chaumes-en-Brie,Frankrike,3100.0
992,Kilbeggan,Irland,1199.0
993,El Agua Dulcita,Honduras,1017.0
994,Belaya Rechka,Ryssland,2603.0
995,Tenga,Indonesien,0.0
996,Tsuchiura,Japan,0.0
997,Proviţa de Jos,Rumänien,2513.0
998,San Clemente,Italien,883.0
999,Şanā’,Yemen,0.0
1000,Montataire,Frankrike,12031.0
1001,Rosetown,Kanada,2309.0
1002,Lorgues,Frankrike,8237.0
1003,Vignoc,Frankrike,1190.0
1004,Obfelden / Toussen,Schweiz,1146.0
1005,Suchań,Polen,1465.0
1006,Vegas de Matute,Spanien,259.0
1007,Malaiba,Filippinerna,6888.0
1008,Oarja,Rumänien,2341.0
1009,Mawza‘,Yemen,0.0
1010,Karpochóri,Grekland,1059.0
1011,Megálo Chorió,Grekland,168.0
1012,Kalianget,Indonesien,23897.0
1013,Lobanovo,Ryssland,3563.0
1014,Guadalcázar,Mexiko,1209.0
1015,Kewanee,USA,12533.0
1016,Torre le Nocelle,Italien,511.0
1017,Straußfurt,Tyskland,1963.0
1018,Piñahan,Filippinerna,3005.0
1019,Steinakirchen am Forst,Austria,945.0
1020,Cozotlán Norte,Mexiko,1505.0
1021,Korablino,Ryssland,14469.0
1022,Gasca,Mexiko,1843.0
1023,Connersville,USA,13010.0
1024,Yerres,Frankrike,28897.0
1025,Porbandar,Indien,138872.0
1026,Berzano di San Pietro,Italien,263.0
1027,Albuñol,Spanien,6157.0
1028,Ziyang,Kina,0.0
1029,Villaconejos,Spanien,3010.0
1030,Bad Wildungen,Tyskland,18037.0
1031,Crooksville,USA,2498.0
1032,Mīnjūr,Indien,24674.0
1033,Ilvesheim,Tyskland,7667.0
1034,Keosauqua,USA,947.0
1035,Lebanon,USA,4467.0
1036,Zhihe,Kina,0.0
1037,Maguarichi,Mexiko,801.0
1038,Xoloateno,Mexiko,3022.0
1039,Au in der Hallertau,Tyskland,5427.0
1040,Rochester,USA,112225.0
1041,Orizari,Makedonien,4292.0
1042,Aichach,Tyskland,21042.0
1043,San Juan Chamelco,Guatemala,11944.0
1044,Mardīān,Afganistan,0.0
1045,Santa María Begoña,Mexiko,2017.0
1046,Lesce,Slovenien,2835.0
1047,Pawni,Indien,23450.0
1048,Gyömrő,Ungern,14155.0
1049,Almadén de la Plata,Spanien,0.0
1050,Santa Rita,Mexiko,1389.0
1051,Tzeltal,Mexiko,2068.0
1052,Palmetto Estates,USA,13535.0
1053,Grünendeich,Tyskland,2061.0
1054,Măneciu-Ungureni,Rumänien,2401.0
1055,North Baddesley,United Kingdom,6823.0
1056,Chililico,Mexiko,3559.0
1057,Antakya,Turkiet,210000.0
1058,Llano de La Cruz,Panama,188.0
1059,Ungrej,Albanien,0.0
1060,Río Blanco,Nicaragua,17018.0
1061,Greenville,Liberia,16434.0
1062,Ashton-Sandy Spring,USA,5628.0
1063,Novyy Karachay,Ryssland,2172.0
1064,Cactus Flat,USA,1518.0
1065,Wendorf,Tyskland,1087.0
1066,Porto da Cruz,Portugal,2597.0
1067,Zărand,Rumänien,2629.0
1068,Chipping Norton,United Kingdom,5719.0
1069,Guyra,Australien,1990.0
1070,Sigourney,USA,2005.0
1071,Shahdadpur,Pakistan,67249.0
1072,Vergigny,Frankrike,1573.0
1073,Gedongombo,Indonesien,0.0
1074,Fréthun,Frankrike,1229.0
1075,Heemsen,Tyskland,1686.0
1076,Hospital de Órbigo,Spanien,1060.0
1077,Fogars de Montclús,Spanien,0.0
1078,Duvenstedt,Tyskland,6022.0
1079,Paringao,Filippinerna,6570.0
1080,Koch Bihār,Indien,78737.0
1081,Fort Worth,USA,833319.0
1082,Hondomachi-hondo,Japan,40787.0
1083,Rincón de Buena Vista,Mexiko,1041.0
1084,Hyde Park,USA,26893.0
1085,Markłowice,Polen,5173.0
1086,Bedlington,United Kingdom,16974.0
1087,Cisiih,Indonesien,0.0
1088,Bokod,Ungern,2229.0
1089,Santo Tomás del Norte,Nicaragua,608.0
1090,Santa Cristina de Valmadrigal,Spanien,328.0
1091,Apongo,Peru,0.0
1092,Littau,Schweiz,16121.0
1093,Castrillo de Don Juan,Spanien,298.0
1094,Tigwav,Haiti,117504.0
1095,Białobrzegi,Polen,2200.0
1096,Navacepedilla de Corneja,Spanien,155.0
1097,Bánov,Czechia,2095.0
1098,Borca,Rumänien,6556.0
1099,Hubbard Lake,USA,1002.0
1100,Llansawel,United Kingdom,0.0
1101,Boedo,Argentina,48231.0
1102,Maungatapere,Nya Zeeland,1007.0
1103,Ayamé,Elfenbenskusten,12315.0
1104,Kabankalan,Filippinerna,136483.0
1105,Maserada sul Piave,Italien,4181.0
1106,Ādaži,Lettland,0.0
1107,Băbeni,Rumänien,2011.0
1108,San Mateo Capultitlán,Mexiko,2328.0
1109,Corral Falso,Mexiko,1322.0
1110,Gattico,Italien,2975.0
1111,Zīārat-e Shāh Maqşūd,Afganistan,0.0
1112,Pueblo Nuevo,Mexiko,3741.0
1113,Santurdejo,Spanien,177.0
1114,Zaplavnoye,Ryssland,3693.0
1115,Village of ALAMRAH,Yemen,4500.0
1116,Manatal,Filippinerna,2290.0
1117,Koyelga,Ryssland,4053.0
1118,Leutersdorf,Tyskland,4284.0
1119,Vilémov,Czechia,1029.0
1120,Bodensdorf,Austria,1109.0
1121,Larsmo,Finland,4331.0
1122,Travelers Rest,USA,4994.0
1123,Cormons,Italien,5795.0
1124,Fairbanks Ranch,USA,3148.0
1125,San José Monte Chiquito,Mexiko,2103.0
1126,Nilka,Kina,0.0
1127,Ischia,Italien,18564.0
1128,Malabor,Filippinerna,2690.0
1129,Castelluccio Superiore,Italien,681.0
1130,Fentange,Luxemburg,1302.0
1131,Arcila,Mexiko,3881.0
1132,Queensbury,USA,27703.0
1133,Başçiftlik,Turkiet,7410.0
1134,Piedade,Brasilien,27912.0
1135,Novosheshminsk,Ryssland,4585.0
1136,Wilhelmsdorf,Tyskland,4903.0
1137,Koloa,USA,2144.0
1138,El Carrizo,Mexiko,1723.0
1139,Ragonvalia,Colombia,3543.0
1140,Schönkirchen-Reyersdorf,Austria,1963.0
1141,La Playona,Honduras,1285.0
1142,Amblainville,Frankrike,1757.0
1143,Caibiran,Filippinerna,6462.0
1144,Bāniyās,Syria,39066.0
1145,Hasloh,Tyskland,3460.0
1146,Kragujevac,Serbien,147473.0
1147,Effingham,USA,1356.0
1148,la Nova Esquerra de l'Eixample,Spanien,58224.0
1149,Oberpremstätten,Austria,1243.0
1150,Tafresh,Iran,14399.0
1151,Meyenburg,Tyskland,2511.0
1152,Vassy,Frankrike,1734.0
1153,Mazagão,Brasilien,6500.0
1154,Quitupan,Mexiko,1551.0
1155,Laton,USA,1824.0
1156,Huata,Peru,0.0
1157,Pihānī,Indien,30369.0
1158,São Pedro do Piauí,Brasilien,7408.0
1159,Ortenberg,Tyskland,3284.0
1160,Layer de la Haye,United Kingdom,1656.0
1161,Ruaudin,Frankrike,2994.0
1162,Wuhan,Kina,9785388.0
1163,Mörfelden-Walldorf,Tyskland,32753.0
1164,Saint-Georges-sur-Loire,Frankrike,3177.0
1165,El Lampotal,Mexiko,1368.0
1166,Sturminster Newton,United Kingdom,3501.0
1167,La Regrippière,Frankrike,1167.0
1168,Delph,United Kingdom,1899.0
1169,Khawr Fakkān,United Arab Emirates,33575.0
1170,Dunmore Town,Bahamas,1523.0
1171,Chenab Nagar,Pakistan,70000.0
1172,Sânpaul,Rumänien,3959.0
1173,Marquette-en-Ostrevant,Frankrike,1651.0
1174,Pilsting,Tyskland,6194.0
1175,Morrito,Nicaragua,1360.0
1176,Kankan,Guinea,114009.0
1177,Sandachō,Japan,132858.0
1178,Torralba de Ribota,Spanien,184.0
1179,Villers-en-Cauchies,Frankrike,1208.0
1180,Hocaba,Mexiko,4127.0
1181,Tancarville,Frankrike,1267.0
1182,Thursday Island,Australien,2610.0
1183,Patikul,Filippinerna,0.0
1184,Telchac Pueblo,Mexiko,3517.0
1185,Muirkirk,United Kingdom,1540.0
1186,Târguşor,Rumänien,2937.0
1187,Serre-les-Sapins,Frankrike,1565.0
1188,Bătrâna,Rumänien,172.0
1189,Gornet,Rumänien,3076.0
1190,Zelhem,Nederländerna,5760.0
1191,San Canzian d'Isonzo,Italien,1679.0
1192,Las Lajitas,Argentina,9151.0
1193,Pancol,Filippinerna,2261.0
1194,Fenais da Ajuda,Portugal,1131.0
1195,Occoquan,USA,1025.0
1196,Uruñuela,Spanien,778.0
1197,Ouzouer-le-Marché,Frankrike,1634.0
1198,Park Falls,USA,2334.0
1199,Drnovice,Czechia,1129.0
1200,Aquidauana,Brasilien,35303.0
1201,Pedregal,Venezuela,0.0
1202,Sanzeno,Italien,339.0
1203,Tlatilpa,Mexiko,1078.0
1204,Atolina,Vitryssland,1253.0
1205,Neuvy-Saint-Sépulchre,Frankrike,1625.0
1206,Luoyang,Kina,0.0
1207,Książ Wielkopolski,Polen,2736.0
1208,Gateshead,United Kingdom,77649.0
1209,Nanauta,Indien,18738.0
1210,East Hartford,USA,51252.0
1211,Villa Raspa,Italien,5059.0
1212,Churubusco,USA,1795.0
1213,Hvidovre,Danmark,49380.0
1214,Tikaitnagar,Indien,8806.0
1215,Novi Bečej,Serbien,0.0
1216,Calamba,Filippinerna,6738.0
1217,Kuhsān,Afganistan,12087.0
1218,Mazzarino,Italien,11870.0
1219,Yaygın,Turkiet,0.0
1220,Cusseta,USA,11267.0
1221,Dunda,Tanzania,14080.0
1222,Tremblay,Frankrike,1571.0
1223,Papalotla,Mexiko,4076.0
1224,Chandel,Indien,0.0
1225,Chiesino-Collodi,Italien,1222.0
1226,La Vega,Colombia,3469.0
1227,Fremont,USA,4036.0
1228,Brăneşti,Rumänien,2516.0
1229,Wyoming,USA,8411.0
1230,Ilioilio,Filippinerna,2123.0
1231,Qarah Bāgh,Afganistan,0.0
1232,Jamao al Norte,Dominican Republic,2216.0
1233,San Sebastian Teitipac,Mexiko,1735.0
1234,Chupaca,Peru,9877.0
1235,Sandyford,Irland,22288.0
1236,Timbaúba,Brasilien,45121.0
1237,Scappoose,USA,6954.0
1238,Măldăeni,Rumänien,4755.0
1239,Vólakas,Grekland,1225.0
1240,Röschitz,Austria,675.0
1241,Newborough,United Kingdom,0.0
1242,Ballykelly,United Kingdom,1735.0
1243,Lane Cove West,Australien,2251.0
1244,Charneca,Portugal,10509.0
1245,Faīẕābād,Afganistan,0.0
1246,Kombësi,Albanien,0.0
1247,Mokokchūng,Indien,34021.0
1248,Marblehead,USA,19808.0
1249,Wellin,Belgien,2937.0
1250,Brăeşti,Rumänien,2502.0
1251,Gabersdorf,Austria,353.0
1252,Panvel,Indien,128046.0
1253,Roseto Valfortore,Italien,1145.0
1254,Blue Ash,USA,12159.0
1255,Sant Pere de Riudebitlles,Spanien,2113.0
1256,Tramatza,Italien,968.0
1257,Sun Valley,USA,2399.0
1258,Palo Alto,Mexiko,5399.0
1259,Port Alfred,South Africa,17959.0
1260,Malacatán,Guatemala,14923.0
1261,Dianga,Kina,0.0
1262,Oosterzij,Nederländerna,2095.0
1263,Teuchitlán,Mexiko,3774.0
1264,Galatás,Grekland,1057.0
1265,Hinjilikatu,Indien,22779.0
1266,Stanz bei Landeck,Austria,577.0
1267,Occidental,USA,1115.0
1268,Las Tres Torres,Spanien,16532.0
1269,Bullion,Frankrike,1931.0
1270,Tufo,Italien,691.0
1271,Sotillo de la Adrada,Spanien,4188.0
1272,Ciuchici,Rumänien,1222.0
1273,Wattrelos,Frankrike,42826.0
1274,Bulgorello,Italien,1045.0
1275,Orofino,USA,3054.0
1276,Lusk,Irland,7022.0
1277,Karakoyunlu,Turkiet,5073.0
1278,Dubuque,USA,58799.0
1279,Monteleón,Mexiko,1259.0
1280,Niederstraß,Austria,1363.0
1281,Salonta,Rumänien,17561.0
1282,Sankt Nikolai im Sausal,Austria,294.0
1283,Gopālpur,Indien,7163.0
1284,Lakewood Park,USA,11323.0
1285,Canda,Italien,658.0
1286,Mancor de la Vall,Spanien,980.0
1287,Leixlip,Irland,15452.0
1288,Taouloukoult,Morocko,0.0
1289,Vila Flor,Portugal,0.0
1290,Turuachi,Mexiko,1131.0
1291,Zürich (Kreis 12) / Saatlen,Schweiz,5209.0
1292,Le Mesnil-le-Roi,Frankrike,6515.0
1293,Lambari,Brasilien,14516.0
1294,Malissard,Frankrike,3078.0
1295,Ezzamgbo,Nigeria,0.0
1296,Raeford,USA,4860.0
1297,Lakeview,USA,1047.0
1298,Eauripik,Micronesia,0.0
1299,Adânca,Rumänien,2101.0
1300,La Cesira,Argentina,1140.0
1301,Galena,USA,409.0
1302,Rawai,Thailand,13623.0
1303,Williamnagar,Indien,0.0
1304,Mizusawa,Japan,61281.0
1305,Illéla,Niger,16678.0
1306,Meudon,Frankrike,44652.0
1307,Hrazdan,Armenia,40795.0
1308,Rocca Santo Stefano,Italien,889.0
1309,Arpaçay,Turkiet,5126.0
1310,Dampierre-les-Bois,Frankrike,1524.0
1311,Araraquara,Brasilien,168468.0
1312,Bilungala,Indonesien,0.0
1313,Rantigny,Frankrike,2632.0
1314,Brückl,Austria,1519.0
1315,Cabeza de Toro,Mexiko,3413.0
1316,Mała Wieś,Polen,1361.0
1317,Tallaboa,Puerto Rico,1150.0
1318,Italó,Argentina,1139.0
1319,Armidale,Australien,22673.0
1320,Ferraz de Vasconcelos,Brasilien,167900.0
1321,Alby-sur-Chéran,Frankrike,1924.0
1322,Pallappatti,Indien,20281.0
1323,Formicola,Italien,1119.0
1324,Columbus Air Force Base,USA,1373.0
1325,Piterka,Ryssland,5437.0
1326,Vathý,Grekland,1495.0
1327,San Ignacio,Mexiko,1140.0
1328,Yizhivtsi,Ukraina,3240.0
1329,San Miguel,Filippinerna,2099.0
1330,Sainte-Foy-l’Argentière,Frankrike,1265.0
1331,Serra di Maiolo,Italien,273.0
1332,Saijō,Japan,58823.0
1333,Camalobalo,Filippinerna,2539.0
1334,Tavin,Mongoliet,0.0
1335,Solarolo,Italien,3045.0
1336,Fayette,USA,2702.0
1337,Jaguarão,Brasilien,29613.0
1338,Unterkrozingen,Tyskland,15908.0
1339,Malishka,Armenia,4174.0
1340,Cassano delle Murge,Italien,12321.0
1341,Wisconsin Dells,USA,2705.0
1342,San Miguel,Filippinerna,18582.0
1343,Salvatierra de Miño,Spanien,9566.0
1344,Quaranti,Italien,138.0
1345,Cuacnopalan,Mexiko,8516.0
1346,Glenariff,United Kingdom,1286.0
1347,Monkstown,Irland,5555.0
1348,Sallent,Spanien,7107.0
1349,Lucugnano,Italien,1773.0
1350,Nicola Town,Saint Kitts and Nevis,2059.0
1351,Kuhmo,Finland,10214.0
1352,Minanga Norte,Filippinerna,2191.0
1353,Casas de Benítez,Spanien,1058.0
1354,Nazzano,Italien,1156.0
1355,Todireşti,Rumänien,6970.0
1356,Royítika,Grekland,1288.0
1357,Livera,Italien,942.0
1358,Riaño,Spanien,531.0
1359,Blasdell,USA,2592.0
1360,Pampa,USA,18177.0
1361,Kapuvár,Ungern,10661.0
1362,Nikitinskiy,Ryssland,2419.0
1363,Plodovoye,Ukraina,1090.0
1364,Jaunpur,Indien,169572.0
1365,Kanḏay,Afganistan,0.0
1366,Garčin,Kroatien,1044.0
1367,Oberkurzheim,Austria,118.0
1368,Izvoare,Rumänien,1146.0
1369,Otterstadt,Tyskland,3282.0
1370,Gadhinglaj,Indien,26449.0
1371,Ituberá,Brasilien,19887.0
1372,Luisenthal,Tyskland,1636.0
1373,Dilijan,Armenia,13478.0
1374,Cleja,Rumänien,6816.0
1375,Carpino,Italien,3802.0
1376,Arrúbal,Spanien,501.0
1377,Tangub,Filippinerna,29721.0
1378,Baborów,Polen,3114.0
1379,Mae On,Thailand,0.0
1380,Prior Lake,USA,25282.0
1381,Libertad,Filippinerna,250353.0
1382,Berthelsdorf,Tyskland,1813.0
1383,Earth,USA,1012.0
1384,Neuilly-le-Réal,Frankrike,1329.0
1385,Tinbeerwah,Australien,1262.0
1386,Portobelo,Panama,1393.0
1387,Lançon-Provence,Frankrike,7031.0
1388,Wind Gap,USA,2701.0
1389,Chelsea,United Kingdom,60000.0
1390,Duboistown,USA,1208.0
1391,Tasikmalaya,Indonesien,271143.0
1392,La Grulla,USA,1695.0
1393,Khurai,Indien,31613.0
1394,Pianoro,Italien,8257.0
1395,Sabnova,Ryssland,3598.0
1396,Hergensweiler,Tyskland,1723.0
1397,Xingpinglu,Kina,0.0
1398,Schwelm,Tyskland,30235.0
1399,Quinta Do Conde,Portugal,25606.0
1400,Legnica,Polen,106033.0
1401,Cantalejo,Spanien,3690.0
1402,Sivers’k,Ukraina,13900.0
1403,Oblesevo,Makedonien,4972.0
1404,Tunuyán,Argentina,0.0
1405,Łomża,Polen,63723.0
1406,Dallas,USA,1300092.0
1407,Sanchakou,Kina,2636.0
1408,Bekkevoort,Belgien,5714.0
1409,Pufeşti,Rumänien,4179.0
1410,Gayhurst,United Kingdom,0.0
1411,Yanamalakuduru,Indien,30000.0
1412,Blérancourt,Frankrike,1257.0
1413,Villar Pellice,Italien,809.0
1414,Tilhar,Indien,57043.0
1415,Bessines-sur-Gartempe,Frankrike,2836.0
1416,Rosh Ha‘Ayin,Israel,39215.0
1417,Viloria de Rioja,Spanien,61.0
1418,Tetovo,Makedonien,72944.0
1419,Bansud,Filippinerna,13758.0
1420,Yeniköy,Turkiet,1104.0
1421,Chikhli,Indien,7480.0
1422,Zishui,Kina,0.0
1423,Anadia,Portugal,0.0
1424,Lone Star,USA,1631.0
